time,user_id,user_name,gift_name,gift_count,diamond_total,grade,fans_club
16:18:14,555669799829962,林昔,5倍暴击卡,1,1,[等级30],
16:18:17,555669799829962,林昔,5倍暴击卡,1,1,[等级30],
16:18:21,555669799829962,林昔,3倍暴击卡,1,1,[等级30],
16:18:22,87626108056,宛若花开荼蘼,暴击卡,1,1,[等级47],
16:18:24,555669799829962,林昔,3倍暴击卡,1,1,[等级30],
16:18:25,87626108056,宛若花开荼蘼,暴击卡,1,1,[等级47],
16:18:27,87626108056,宛若花开荼蘼,抖音1号,1,10001,[等级47],
16:18:42,87626108056,宛若花开荼蘼,跑车,1,1200,[等级47],
16:22:48,3600215249259069,兴化人在甘肃,小心心,1,1,[等级20],[粉丝团 Lv7]
16:22:51,3600215249259069,兴化人在甘肃,小心心,1,1,[等级20],[粉丝团 Lv7]
16:25:08,87626108056,宛若花开荼蘼,比心兔兔,1,299,[等级47],
16:25:08,87626108056,宛若花开荼蘼,礼花筒,1,199,[等级47],
16:25:08,87626108056,宛若花开荼蘼,真爱玫瑰,1,366,[等级47],
16:25:09,87626108056,宛若花开荼蘼,一束花开,1,366,[等级47],
16:26:36,51162380471,鼎,点亮粉丝团,1,1,[等级36],[粉丝团 Lv8]
16:26:40,51162380471,鼎,点亮粉丝团,1,1,[等级36],[粉丝团 Lv8]
16:26:40,97411758194,天意,小心心,1,1,[等级16],[粉丝团 Lv4]
16:26:44,97411758194,天意,小心心,1,1,[等级16],[粉丝团 Lv4]
16:30:00,109623624458,…殷勤自与行人语…,亲吻,1,99,[等级57],
16:30:00,109623624458,…殷勤自与行人语…,亲吻,2,198,[等级57],
16:30:00,109623624458,…殷勤自与行人语…,亲吻,4,396,[等级57],
16:30:00,109623624458,…殷勤自与行人语…,亲吻,3,297,[等级57],
16:30:01,109623624458,…殷勤自与行人语…,亲吻,5,495,[等级57],
16:30:01,109623624458,…殷勤自与行人语…,亲吻,6,594,[等级57],
16:30:01,109623624458,…殷勤自与行人语…,亲吻,7,693,[等级57],
16:30:01,109623624458,…殷勤自与行人语…,亲吻,8,792,[等级57],
16:30:02,109623624458,…殷勤自与行人语…,亲吻,9,891,[等级57],
16:30:02,109623624458,…殷勤自与行人语…,亲吻,10,990,[等级57],
16:30:02,109623624458,…殷勤自与行人语…,亲吻,11,1089,[等级57],
